1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,2,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,2,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,2,3,3,3,2,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,4,2,2,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,4,4,2,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,2,2,3,3,2,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,2,4,4,2,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,2,3,3,3,2,2,2,3,3,3,3,3,3,2,2,3,3,3,3,3,2,4,4,4,2,2,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,1
1,1,1,1,1,1,1,2,2,3,3,3,2,2,2,2,3,3,3,3,3,2,2,3,3,3,3,2,4,4,4,4,4,2,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1
1,1,1,1,1,1,2,2,3,3,3,3,2,2,2,2,3,3,3,3,3,2,2,3,3,3,3,2,4,4,4,4,4,2,2,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1
1,1,1,1,1,1,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,3,3,3,3,2,4,4,4,4,4,4,2,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1
1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,2,4,2,2,2,2,2,2,2,3,3,3,3,3,3,2,1,1,1,1,1,1,1
1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,4,2,2,5,5,5,5,2,2,3,3,3,3,3,3,2,2,1,1,1,1,1,1
1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,4,2,5,5,5,5,5,5,2,3,3,3,3,3,3,2,2,1,1,1,1,1,1
1,1,1,1,1,2,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,2,3,3,3,3,2,2,2,5,5,5,5,5,5,2,2,3,3,3,3,3,2,2,1,1,1,1,1,1
1,1,1,1,1,2,3,3,3,3,2,6,6,7,7,7,2,3,3,3,3,2,3,3,3,3,2,2,5,5,5,5,5,5,5,5,2,3,3,3,3,3,2,2,1,1,1,1,1,1
1,1,1,1,1,2,3,3,3,2,6,6,7,7,7,2,3,3,3,3,3,2,3,3,3,3,3,2,5,5,5,5,5,5,5,5,2,3,3,3,3,3,2,2,1,1,1,1,1,1
1,1,1,1,1,2,3,3,3,2,6,7,2,2,2,3,3,3,3,3,2,2,3,3,3,3,3,2,2,5,5,2,2,2,2,5,2,3,3,3,3,3,2,2,1,1,1,1,1,1
1,1,1,1,2,3,3,3,3,2,7,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,5,2,2,8,8,2,2,2,3,3,3,3,3,2,2,1,1,1,1,1,1
1,1,1,1,2,3,3,3,3,2,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,2,8,8,8,8,2,2,3,3,3,3,3,2,2,1,1,1,1,1,1
1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,8,8,8,2,2,3,3,3,3,3,3,2,2,1,1,1,1,1,1
1,1,1,1,2,2,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,8,8,8,2,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1
1,1,1,1,1,2,3,3,3,3,3,3,3,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1
1,1,1,1,1,2,3,3,3,3,3,3,3,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1
1,1,1,1,1,2,3,3,3,3,3,3,2,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1
1,1,1,1,1,2,3,3,3,3,3,2,2,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1
1,1,1,1,1,2,2,3,3,3,3,3,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1
1,1,1,1,1,1,2,3,3,3,3,3,2,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1
1,1,1,1,1,1,2,2,3,3,3,3,2,1,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,2,2,3,3,3,2,2,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,2,1,2,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,2,1,2,3,3,3,3,3,3,3,3,2,1,2,2,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,2,1,2,2,3,3,3,3,3,3,3,2,1,1,2,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,2,2,2,1,1,2,3,3,3,3,3,3,3,2,1,1,2,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,3,3,3,3,3,3,2,2,1,1,2,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
